         198668384 function calls (193956861 primitive calls) in 279.605 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4040    0.035    0.000   47.882    0.012 environment.py:105(_calculate_current_bandwidth)
     4040    0.711    0.000    2.620    0.001 environment.py:314(_normalize_traffic)
     4040    0.810    0.000    8.673    0.002 environment.py:318(_get_link_traffic)
     4040    0.014    0.000    0.178    0.000 environment.py:327(compute_reward_measure)
     4002    0.004    0.000    0.005    0.000 utils.py:223(set_training_arg)
     4000    0.050    0.000    0.091    0.000 environment.py:243(update_weights)
     4000    0.174    0.000  132.007    0.033 environment.py:270(step)
     4000    0.014    0.000    0.189    0.000 environment.py:344(_compute_reward)
3994/1846    0.006    0.000    0.024    0.000 tracking.py:80(__setattr__)
     3974    0.004    0.000    0.004    0.000 dtypes.py:103(as_numpy_dtype)
     3944    0.002    0.000    0.002    0.000 math_ops.py:3500(<genexpr>)
     3902    0.002    0.000    0.007    0.000 nested_structure_coder.py:153(_is_tuple)
     3902    0.002    0.000    0.009    0.000 nested_structure_coder.py:176(can_encode)
     3894    0.002    0.000    0.002    0.000 func_graph.py:97(<genexpr>)
     3885    0.002    0.000    0.002    0.000 ops.py:5066(_colocation_stack)
     3856    0.017    0.000    0.017    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GraphSetOutputHandleShapesAndTypes_wrapper}
     3840    0.002    0.000    0.002    0.000 object_identity.py:78(unwrapped)
     3792    0.022    0.000    0.022    0.000 {built-in method tensorflow.python._pywrap_tf_session.SetHandleShapeAndType}
     3792    0.006    0.000    0.007    0.000 custom_gradient.py:77(<listcomp>)
     3792    0.005    0.000    0.012    0.000 custom_gradient.py:78(<listcomp>)
     3792    0.016    0.000    0.016    0.000 custom_gradient.py:75(<listcomp>)
     3780    0.005    0.000    0.068    0.000 ops.py:4275(_colocate_with_for_gradient)
     3780    0.014    0.000    0.052    0.000 ops.py:4288(colocate_with)
     3768    0.015    0.000    0.092    0.000 backend.py:429(deprecated_internal_set_learning_phase)
3764/3612    0.015    0.000    4.566    0.001 save_impl.py:415(trace_with_training)
     3724    0.001    0.000    0.001    0.000 reportviews.py:559(<genexpr>)
     3724    0.001    0.000    0.001    0.000 reportviews.py:560(<genexpr>)
     3648    0.002    0.000    0.002    0.000 function.py:763(forward)
     3616    0.004    0.000    0.012    0.000 object_identity.py:220(_wrap_key)
     3616    0.006    0.000    0.008    0.000 object_identity.py:75(__init__)
     3608    0.007    0.000    0.048    0.000 tensor_util.py:263(inner)
     3590    0.024    0.000    0.024    0.000 {built-in method tensorflow.python._pywrap_utils.AssertSameStructure}
     3590    0.003    0.000    0.027    0.000 nest.py:357(assert_same_structure)
     3587    0.020    0.000    0.020    0.000 {tensorflow.python.framework.fast_tensor_util.AppendInt32ArrayToTensorProto}
     3489    0.002    0.000    0.002    0.000 layer_utils.py:273(<listcomp>)
3489/1034    0.023    0.000    1.823    0.002 layer_utils.py:254(gather_trainable_weights)
     3469    0.006    0.000    0.007    0.000 ops.py:6583(__init__)
     3467    0.017    0.000    0.041    0.000 ops.py:6601(__enter__)
     3467    0.007    0.000    0.016    0.000 ops.py:6635(__exit__)
     3458    0.003    0.000    0.004    0.000 op_def_library.py:148(_MakeInt)
     3379    0.001    0.000    0.001    0.000 tensor_shape.py:790(_v2_behavior)
     3372    0.003    0.000    0.003    0.000 distribution_strategy_context.py:337(_get_default_replica_mode)
     3284    0.001    0.000    0.002    0.000 nested_structure_coder.py:199(can_encode)
     3262    0.003    0.000    0.003    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationDevice}
     3262    0.002    0.000    0.005    0.000 ops.py:2062(device)
     3259    0.002    0.000    0.002    0.000 function.py:1974(structured_input_signature)
     3200    0.005    0.000    0.014    0.000 resource_variable_ops.py:317(_maybe_set_handle_data)
     3200    0.016    0.000    0.900    0.000 gen_resource_variable_ops.py:452(read_variable_op)
     3136    0.015    0.000    0.899    0.000 resource_variable_ops.py:646(read_and_set_handle)
     3136    0.014    0.000    0.986    0.000 resource_variable_ops.py:643(_read_variable_op)
     3120    0.005    0.000    0.007    0.000 data_structures.py:479(_check_external_modification)
     3095    0.009    0.000    0.031    0.000 tensor_spec.py:39(__init__)
     3080    0.006    0.000    0.015    0.000 data_structures.py:497(_checkpoint_dependencies)
     3068    0.017    0.000    1.051    0.000 resource_variable_ops.py:550(value)
     3000    0.006    0.000    0.006    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationGetAttrInt}
     3000    0.003    0.000    0.008    0.000 ops.py:2527(_get_attr_int)
     2990    0.010    0.000    0.025    0.000 tensor_shape.py:1074(is_compatible_with)
     2965    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
     2960    0.001    0.000    0.001    0.000 {built-in method builtins.pow}
     2910    0.003    0.000    0.004    0.000 ops.py:3972(get_collection_ref)
     2906    0.003    0.000    0.004    0.000 gradients_util.py:136(_AsList)
     2860    0.002    0.000    0.003    0.000 base.py:543(_setattr_tracking)
     2856    0.001    0.000    0.004    0.000 nested_structure_coder.py:226(can_encode)
2854/1784    0.015    0.000    0.274    0.000 inspect.py:2198(_signature_from_callable)
     2830    0.002    0.000    0.002    0.000 execute.py:184(make_bool)
     2826    0.002    0.000    0.002    0.000 op_def_library.py:166(_MakeBool)
     2816    0.134    0.000    0.134    0.000 {built-in method builtins.dir}
     2801    0.012    0.000    0.166    0.000 ops.py:2642(get_gradient_function)
     2801    0.007    0.000    0.017    0.000 gradients_util.py:237(_VerifyGeneratedGradients)
 2801/242    0.012    0.000   15.490    0.064 gradients_util.py:321(_MaybeCompile)
 2801/242    0.007    0.000   15.478    0.064 gradients_util.py:669(<lambda>)
     2801    0.017    0.000    0.105    0.000 gradients_util.py:832(_LogOpGradients)
     2780    0.001    0.000    0.001    0.000 base_layer.py:1218(name)
     2750    0.004    0.000    0.006    0.000 tensor_shape.py:866(__getitem__)
     2726    0.001    0.000    0.001    0.000 nested_structure_coder.py:257(can_encode)
     2726    0.001    0.000    0.002    0.000 nested_structure_coder.py:280(can_encode)
     2726    0.001    0.000    0.001    0.000 nested_structure_coder.py:307(can_encode)
     2720    0.001    0.000    0.002    0.000 object_identity.py:143(__iter__)
     2719    0.001    0.000    0.001    0.000 context.py:803(scope_name)
     2712    0.004    0.000    0.012    0.000 tensor_shape.py:1166(is_fully_defined)
     2704    0.003    0.000    0.018    0.000 graph_view.py:61(_object_prefix_from_path)
     2692    0.009    0.000    0.054    0.000 function.py:211(is_same_structure)
     2685    0.002    0.000    0.002    0.000 auto_control_deps_utils.py:54(<listcomp>)
     2685    0.008    0.000    0.032    0.000 auto_control_deps_utils.py:63(_get_read_only_resource_input_indices_op)
     2656    0.002    0.000    0.002    0.000 base_layer.py:2954(_eager_losses)
     2640    0.003    0.000    0.003    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeVariableAccessed}
     2640    0.003    0.000    0.003    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_VariableWatcherVariableAccessed}
     2640    0.011    0.000    0.031    0.000 tape.py:104(variable_accessed)
     2640    0.003    0.000    0.012    0.000 distribution_strategy_context.py:215(get_strategy_and_replica_context)
     2640    0.001    0.000    0.001    0.000 distribute_lib.py:2973(value_container)
     2592    0.024    0.000    0.157    0.000 math_ops.py:866(cast)
     2588    0.006    0.000    1.036    0.000 resource_variable_ops.py:1317(_dense_var_to_tensor)
     2588    0.005    0.000    1.041    0.000 resource_variable_ops.py:1908(_dense_var_to_tensor)
     2564    0.001    0.000    0.001    0.000 gradients_util.py:966(<genexpr>)
     2559    0.003    0.000    0.004    0.000 ops.py:6625(_restore_name_scope)
     2512    0.008    0.000    0.037    0.000 func_graph.py:265(watch_variable)
     2511    0.018    0.000    0.018    0.000 {built-in method tensorflow.python._pywrap_tf_session.SetAttr}
     2511    0.006    0.000    0.006    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_NewBufferFromString}
     2511    0.009    0.000    0.054    0.000 ops.py:2422(_set_attr)
     2511    0.004    0.000    0.023    0.000 ops.py:2431(_set_attr_with_buf)
     2502    0.004    0.000    0.019    0.000 data_structures.py:173(_track_value)
     2502    0.001    0.000    0.001    0.000 data_structures.py:330(_name_element)
     2502    0.004    0.000    0.029    0.000 data_structures.py:635(_track_value)
     2502    0.001    0.000    0.002    0.000 data_structures.py:1033(_is_function)
2491/1018    0.019    0.000    2.704    0.003 training.py:1890(trainable_weights)
     2472    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
     2466    0.002    0.000    0.005    0.000 base_layer.py:2942(_eager_losses)
     2465    0.001    0.000    0.006    0.000 tensor_shape.py:268(assert_is_compatible_with)
     2465    0.004    0.000    0.015    0.000 tensor_shape.py:282(merge_with)
     2460    0.005    0.000    0.012    0.000 execute.py:191(make_type)
     2448    0.003    0.000    0.007    0.000 auto_control_deps_utils.py:66(<listcomp>)
     2448    0.001    0.000    0.002    0.000 base.py:951(_gather_saveables_for_checkpoint)
     2445    0.013    0.000    0.135    0.000 func_graph.py:82(encode_arg)
     2437    0.003    0.000    0.005    0.000 function.py:1959(name)
     2426    0.006    0.000    0.006    0.000 function.py:484(<genexpr>)
     2423    0.000    0.000    0.000    0.000 gradients_util.py:102(<genexpr>)
     2422    0.001    0.000    0.001    0.000 converter.py:170(as_tuple)
     2416    0.002    0.000    0.003    0.000 base_layer_utils.py:399(call_context)
     2402    0.000    0.000    0.000    0.000 nested_structure_coder.py:330(can_encode)
     2359    0.004    0.000    0.012    0.000 default_gradient.py:38(shape_and_dtype)
     2339    0.003    0.000    0.005    0.000 ops.py:1160(shape)
     2276    0.001    0.000    0.021    0.000 function.py:1529(<genexpr>)
2238/1028    0.001    0.000    0.032    0.000 utils.py:127(<genexpr>)
     2195    0.002    0.000    0.885    0.000 constant_op.py:335(_constant_tensor_conversion_function)
     2195    0.002    0.000    0.008    0.000 func_graph.py:1142(_get_composite_tensor_spec)
     2184    0.012    0.000    0.687    0.000 math_ops.py:1122(binary_op_wrapper)
     2168    0.002    0.000    0.004    0.000 auto_control_deps_utils.py:105(<genexpr>)
     2140    0.004    0.000    0.015    0.000 sequential.py:510(_assert_weights_created)
     2136    0.001    0.000    0.001    0.000 data_structures.py:140(__init__)
     2114    0.006    0.000    0.148    0.000 gen_math_ops.py:10433(sub)
     2114    0.004    0.000    0.152    0.000 math_ops.py:524(subtract)
     2095    0.001    0.000    0.002    0.000 func_graph.py:489(<genexpr>)
     2080    0.001    0.000    0.001    0.000 nested_structure_coder.py:170(<genexpr>)
     2062    0.009    0.000    0.042    0.000 tensor_shape.py:926(merge_with)
     2050    0.002    0.000    0.002    0.000 execute.py:166(make_int)
     2040    0.001    0.000    0.001    0.000 tf2.py:42(enabled)
     2032    0.004    0.000    3.758    0.002 save.py:141(list_functions)
     2022    0.001    0.000    0.003    0.000 base_layer.py:2697(_maybe_create_attribute)
     2015    0.001    0.000    0.001    0.000 tensor_spec.py:73(name)
     2003    0.005    0.000    0.062    0.000 array_ops.py:1479(_should_not_autopack)
     2003    0.003    0.000    0.188    0.000 array_ops.py:1489(_autopacking_conversion_function)
     1982    0.001    0.000    0.002    0.000 function.py:1200(<genexpr>)
     1976    0.001    0.000    0.004    0.000 ops.py:416(device)
     1970    0.021    0.000    0.021    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_AddInputList}
     1970    0.005    0.000    0.008    0.000 ops.py:1794(<listcomp>)
     1967    0.015    0.000    0.168    0.000 math_ops.py:1153(r_binary_op_wrapper)
     1967    0.002    0.000    0.004    0.000 gradients_util.py:793(_GetGrad)
     1936    0.012    0.000    0.012    0.000 {built-in method FromString}
     1936    0.008    0.000    0.008    0.000 {built-in method tensorflow.python._pywrap_tf_session.GetHandleShapeAndType}
     1936    0.009    0.000    0.035    0.000 resource_variable_ops.py:64(get_resource_handle_data)
     1928    0.001    0.000    0.002    0.000 variables.py:22(ld)
     1916    0.008    0.000    0.341    0.000 tf_inspect.py:238(getfullargspec)
     1908    0.003    0.000    0.003    0.000 ops.py:1217(graph)
     1890    0.001    0.000    0.001    0.000 ops.py:6769(_op_to_colocate_with)
     1884    0.001    0.000    0.001    0.000 generic_utils.py:167(get_registered_name)
     1828    0.000    0.000    0.000    0.000 policy.py:453(name)
     1785    0.006    0.000    0.006    0.000 {method 'astype' of 'numpy.ndarray' objects}
     1784    0.001    0.000    0.001    0.000 {method 'values' of 'mappingproxy' objects}
     1784    0.033    0.000    0.320    0.000 inspect.py:1089(getfullargspec)
     1784    0.036    0.000    0.256    0.000 inspect.py:2117(_signature_from_function)
     1784    0.014    0.000    0.021    0.000 inspect.py:2750(__init__)
     1784    0.000    0.000    0.000    0.000 inspect.py:2835(parameters)
     1784    0.000    0.000    0.000    0.000 inspect.py:2839(return_annotation)
     1772    0.000    0.000    0.000    0.000 base_layer.py:2506(<genexpr>)
 1749/899    0.004    0.000    1.837    0.002 while_v2.py:971(capture)
     1738    0.002    0.000    0.002    0.000 {method 'find' of 'str' objects}
 1732/112    0.003    0.000    0.012    0.000 json_utils.py:54(<dictcomp>)
     1720    0.000    0.000    0.001    0.000 nested_structure_coder.py:353(can_encode)
 1712/437    0.005    0.000    2.057    0.005 while_v2.py:916(_create_op_internal)
     1704    0.001    0.000    0.001    0.000 object_identity.py:125(__init__)
     1697    0.007    0.000    0.011    0.000 tensor_util.py:281(<listcomp>)
     1697    0.003    0.000    0.047    0.000 tensor_util.py:280(_check_not_tensor)
     1694    0.001    0.000    0.001    0.000 numeric.py:2283(_array_equal_dispatcher)
     1694    0.019    0.000    0.043    0.000 numeric.py:2287(array_equal)
     1694    0.003    0.000    0.049    0.000 <__array_function__ internals>:2(array_equal)
     1678    0.002    0.000    0.018    0.000 {method 'all' of 'numpy.ndarray' objects}
     1678    0.001    0.000    0.016    0.000 _methods.py:47(_all)
     1676    0.001    0.000    0.002    0.000 base_layer.py:932(<genexpr>)
     1676    0.001    0.000    0.001    0.000 base_layer.py:3234(<genexpr>)
     1666    0.005    0.000    0.007    0.000 os.py:676(__getitem__)
     1666    0.002    0.000    0.003    0.000 os.py:754(encode)
     1666    0.002    0.000    0.012    0.000 os.py:772(getenv)
     1666    0.003    0.000    0.015    0.000 ag_logging.py:114(get_verbosity)
     1666    0.001    0.000    0.016    0.000 ag_logging.py:121(has_verbosity)
     1630    0.004    0.000    0.819    0.001 base_layer.py:1232(dynamic)
     1624    0.003    0.000    0.003    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationGetAttrBool}
     1624    0.001    0.000    0.004    0.000 ops.py:2519(_get_attr_bool)
     1619    0.001    0.000    0.017    0.000 ag_logging.py:138(log)
     1616    0.001    0.000    0.001    0.000 _weakrefset.py:16(__init__)
     1616    0.002    0.000    0.003    0.000 _weakrefset.py:20(__enter__)
     1616    0.004    0.000    0.006    0.000 _weakrefset.py:26(__exit__)
     1608    0.003    0.000    0.017    0.000 base_layer.py:2690(_obj_reference_counts)
     1606    0.001    0.000    0.001    0.000 tensor_shape.py:862(<genexpr>)
     1603    0.003    0.000    0.004    0.000 {method 'format' of 'str' objects}
     1564    0.004    0.000    0.080    0.000 utils.py:116(list_all_layers)
     1556    0.001    0.000    0.001    0.000 func_graph.py:478(deref)
     1554    0.005    0.000    0.051    0.000 training.py:2361(layers)
     1544    0.006    0.000    0.006    0.000 ops.py:3761(get_operations)
     1524    0.001    0.000    0.001    0.000 nested_structure_coder.py:376(can_encode)
     1516    0.001    0.000    0.002    0.000 base_layer.py:2515(_call_arg_was_passed)
     1514    0.001    0.000    0.001    0.000 weakref.py:125(_commit_removals)
1514/1348    0.011    0.000    5.233    0.004 save_impl.py:401(add_trace)
     1485    0.010    0.000    0.022    0.000 indexed_slices.py:320(internal_convert_n_to_tensor_or_indexed_slices)
     1476    0.001    0.000    0.003    0.000 func_graph.py:1023(<genexpr>)
     1470    0.003    0.000    0.012    0.000 tf_inspect.py:390(ismethod)
     1468    0.008    0.000    0.015    0.000 function.py:2748(all_values)
     1460    0.001    0.000    0.001    0.000 base_layer.py:1265(input_spec)
     1460    0.001    0.000    0.001    0.000 base_layer.py:2468(<genexpr>)
     1456    0.004    0.000    0.023    0.000 sequential.py:144(layers)
     1450    0.002    0.000    0.020    0.000 indexed_slices.py:361(convert_n_to_tensor_or_indexed_slices)
     1440    0.003    0.000    0.006    0.000 resource_variable_ops.py:508(graph)
     1440    0.009    0.000    0.039    0.000 optimizer_v2.py:673(_get_hyper)
     1435    0.012    0.000    0.323    0.000 ops.py:1523(internal_convert_n_to_tensor)
     1435    0.002    0.000    0.002    0.000 op_def_library.py:447(<listcomp>)
     1408    0.000    0.000    0.000    0.000 tf_decorator.py:278(decorator_argspec)
     1382    0.003    0.000    0.006    0.000 tensor_shape.py:988(assert_same_rank)
     1380    0.006    0.000    0.837    0.001 math_ops.py:3458(add_n)
     1380    0.001    0.000    0.001    0.000 functional.py:504(<genexpr>)
     1351    0.001    0.000    0.001    0.000 memory.py:24(dismantle_ordered_dict)
 1328/418    0.004    0.000    0.074    0.000 utils.py:124(list_all_layers_and_sublayers)
     1310    0.001    0.000    0.001    0.000 keras_tensor.py:43(keras_tensors_enabled)
     1308    0.002    0.000    0.004    0.000 base_layer_utils.py:441(enter)
     1308    0.001    0.000    0.001    0.000 base_layer_utils.py:503(__init__)
     1308    0.003    0.000    0.006    0.000 base_layer_utils.py:508(__enter__)
     1308    0.002    0.000    0.002    0.000 base_layer_utils.py:524(__exit__)
     1282    0.015    0.000    1.560    0.001 gen_math_ops.py:5591(mat_mul)
     1253    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:1009(_handle_fromlist)
     1248    0.000    0.000    0.000    0.000 device_spec.py:431(to_string)
     1248    0.003    0.000    0.005    0.000 ops.py:5175(__init__)
     1248    0.001    0.000    0.002    0.000 ops.py:5185(__enter__)
     1248    0.001    0.000    0.001    0.000 ops.py:5193(__exit__)
     1247    0.004    0.000    0.511    0.000 func_graph.py:930(convert)
     1242    0.003    0.000    0.037    0.000 base_layer.py:1326(non_trainable_weights)
     1224    0.001    0.000    0.002    0.000 saveable_object_util.py:365(trace_save_restore_functions)
     1216    0.001    0.000    0.002    0.000 def_function.py:911(input_signature)
     1214    0.418    0.000    0.418    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GraphCopyFunction}
     1214    0.008    0.000    0.431    0.000 ops.py:3319(_add_function)
     1202    0.000    0.000    0.000    0.000 fromnumeric.py:2838(_prod_dispatcher)
     1202    0.003    0.000    0.035    0.000 fromnumeric.py:2843(prod)
     1202    0.002    0.000    0.040    0.000 <__array_function__ internals>:2(prod)
     1156    0.000    0.000    0.000    0.000 base.py:662(_deferred_dependencies)
     1152    0.001    0.000    0.003    0.000 resource_variable_ops.py:246(_handle_graph)
     1134    0.002    0.000    0.137    0.000 func_graph.py:130(<listcomp>)
     1134    0.004    0.000    0.189    0.000 func_graph.py:69(convert_structure_to_signature)
     1111    0.003    0.000    0.003    0.000 math_ops.py:3849(conj)
     1096    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
     1094    0.001    0.000    0.001    0.000 {method 'tobytes' of 'numpy.ndarray' objects}
     1082    0.002    0.000    2.701    0.002 base_layer.py:2247(trainable_variables)
     1081    0.011    0.000    0.032    0.000 ops.py:6937(set_int_list_attr)
     1073    0.004    0.000    0.030    0.000 tensor_util.py:1036(maybe_set_static_shape)
     1070    0.001    0.000    0.001    0.000 ops.py:4888(_override_gradient_function)
     1070    0.001    0.000    0.001    0.000 function.py:2067(_get_gradient_function)
     1058    0.000    0.000    0.000    0.000 function.py:2447(fullargspec)
     1056    0.000    0.000    0.000    0.000 tensor_shape.py:235(__int__)
     1044    0.002    0.000    0.499    0.000 array_ops.py:1328(stack)
     1041    0.001    0.000    0.003    0.000 __init__.py:403(_make)
     1037    0.001    0.000    0.007    0.000 ops.py:1602(convert_to_tensor_or_composite)
     1037    0.002    0.000    0.006    0.000 ops.py:1625(internal_convert_to_tensor_or_composite)
     1026    0.002    0.000    0.002    0.000 data_structures.py:165(trainable)
     1025    0.001    0.000    0.002    0.000 traceable_stack.py:131(copy)
     1020    0.005    0.000    0.376    0.000 gen_math_ops.py:6143(mul)
     1018    0.004    0.000    0.500    0.000 auto_control_deps.py:182(mark_as_return)
     1016    0.000    0.000    0.001    0.000 nested_structure_coder.py:400(can_encode)
     1010    0.006    0.000    0.806    0.001 training.py:2425(_assert_weights_created)
     1004    0.001    0.000    0.001    0.000 base.py:677(_lookup_dependency)
     1004    0.004    0.000    0.028    0.000 base.py:800(_track_trackable)
      998    0.006    0.000    1.331    0.001 data_structures.py:212(trainable_weights)
  986/772    0.003    0.000    0.053    0.000 tensor_util.py:804(constant_value)
      980    0.003    0.000    0.016    0.000 base.py:854(_handle_deferred_dependencies)
      975    0.012    0.000    0.026    0.000 traceable_stack.py:35(set_filename_and_line_from_caller)
      975    0.004    0.000    0.030    0.000 traceable_stack.py:92(push_obj)
      975    0.001    0.000    0.001    0.000 traceable_stack.py:111(pop_obj)
      964    0.002    0.000    0.007    0.000 distribution_strategy_context.py:60(_push_per_thread_mode)
      964    0.003    0.000    0.007    0.000 distribution_strategy_context.py:64(_pop_per_thread_mode)
      960    0.002    0.000    0.016    0.000 gen_math_ops.py:6630(_pow)
      960    0.005    0.000    0.026    0.000 math_ops.py:611(pow)
      960    0.001    0.000    0.001    0.000 resource_variable_ops.py:460(_assign_dependencies)
      960    0.001    0.000    0.001    0.000 distribution_strategy_context.py:42(__init__)
      960    0.002    0.000    0.003    0.000 distribution_strategy_context.py:50(__init__)
      960    0.002    0.000    0.012    0.000 distribution_strategy_context.py:90(get_replica_context)
      960    0.001    0.000    0.008    0.000 distribute_lib.py:325(require_replica_context)
      960    0.007    0.000    3.942    0.004 distribute_lib.py:2683(merge_call)
      960    0.007    0.000    3.890    0.004 distribute_lib.py:2717(_merge_call)
      960    0.002    0.000    0.005    0.000 optimizer_v2.py:826(iterations)
      960    0.013    0.000    0.016    0.000 optimizer_v2.py:1256(_filter_grads)
      944    0.003    0.000    0.007    0.000 function.py:361(_enclosing_xla_context)
      936    0.010    0.000    0.459    0.000 array_ops.py:631(shape_internal)
      930    0.002    0.000    0.003    0.000 base_layer_utils.py:541(is_subclassed)
      930    0.010    0.000    0.030    0.000 input_spec.py:132(assert_input_compatibility)
      918    0.000    0.000    0.007    0.000 graph.py:1768(<genexpr>)
      918    0.002    0.000    0.006    0.000 reportviews.py:553(__iter__)
      912    0.000    0.000    0.000    0.000 device_spec.py:38(_as_int_or_none)
      910    0.002    0.000    0.002    0.000 __init__.py:426(_asdict)
      908    0.002    0.000    0.303    0.000 math_ops.py:463(multiply)
      902    0.001    0.000    0.003    0.000 tensor_shape.py:1238(unknown_shape)
      902    0.003    0.000    0.307    0.000 math_ops.py:1450(_mul_dispatch)
      897    0.009    0.000    0.009    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GraphGetOpDef}
      894    0.000    0.000    0.000    0.000 function.py:923(<genexpr>)
      894    0.001    0.000    0.001    0.000 base_layer_utils.py:475(training)
  890/392    0.026    0.000    9.716    0.025 base_layer.py:875(__call__)
      890    0.003    0.000    0.009    0.000 base_layer.py:2395(_name_scope)
      890    0.003    0.000    0.005    0.000 base_layer.py:2495(_get_input_masks)
      890    0.001    0.000    0.001    0.000 base_layer.py:2968(_split_out_first_arg)
      890    0.005    0.000    0.018    0.000 base_layer.py:3208(_in_functional_construction_mode)
      888    0.002    0.000    0.063    0.000 base_layer.py:1347(weights)
      886    0.004    0.000    0.010    0.000 base_layer.py:2457(_set_mask_metadata)
      886    0.001    0.000    0.001    0.000 base_layer.py:2505(<listcomp>)
      884    0.001    0.000    0.003    0.000 variable_scope.py:1202(set_use_resource)
      884    0.004    0.000    0.015    0.000 func_graph.py:1061(check_mutation)
      884    0.025    0.000    0.621    0.001 func_graph.py:1148(_get_defun_inputs)
      883    0.006    0.000    0.445    0.001 function.py:489(add_to_graph)
      878    0.001    0.000    0.003    0.000 execute.py:177(make_str)
      878    0.001    0.000    0.003    0.000 op_def_library.py:159(_MakeStr)
      864    0.004    0.000    0.005    0.000 variables.py:151(validate_synchronization_aggregation_trainable)
  864/720    0.005    0.000    0.252    0.000 variables.py:258(__call__)
      858    0.004    0.000    0.061    0.000 ops.py:2013(colocation_groups)
  856/312    0.000    0.000    0.000    0.000 tensor_util.py:229(_FlattenToStrings)
      856    0.004    0.000    0.012    0.000 cache.py:43(has)
      850    0.002    0.000    0.009    0.000 base_layer_utils.py:310(is_in_keras_graph)
      850    0.002    0.000    0.007    0.000 base_layer_utils.py:490(in_keras_graph)
      850    0.002    0.000    0.012    0.000 control_flow_util_v2.py:220(clear_control_inputs)
      848    0.001    0.000    0.002    0.000 converter.py:174(__hash__)
      846    0.001    0.000    0.002    0.000 ops.py:4596(_current_control_dependencies)
      840    0.000    0.000    0.000    0.000 function.py:3760(__init__)
      840    0.008    0.000    0.021    0.000 function.py:3763(__del__)
      840    0.001    0.000    0.003    0.000 data_structures.py:818(_dirty)
      838    0.002    0.000    0.013    0.000 base_layer.py:1157(_set_training_mode)
      838    0.001    0.000    0.004    0.000 base_layer.py:1200(_autographed_call)
      828    0.001    0.000    0.002    0.000 cache.py:92(_get_key)
      823    0.001    0.000    0.001    0.000 function.py:2421(<dictcomp>)
      823    0.000    0.000    0.000    0.000 function.py:2427(<dictcomp>)
      823    0.006    0.000    0.008    0.000 function.py:2388(__init__)
      810    0.007    0.000    0.330    0.000 save.py:725(_write_object_proto)
   809/36    0.007    0.000   21.267    0.591 api.py:417(converted_call)
      809    0.001    0.000    0.013    0.000 conversion.py:234(is_in_whitelist_cache)
      807    0.001    0.000    0.401    0.000 array_ops.py:604(shape)
      802    0.000    0.000    0.000    0.000 function.py:2475(arg_names)
      798    0.001    0.000    0.001    0.000 tensor_shape.py:843(__len__)
      792    0.000    0.000    0.000    0.000 generic_utils.py:113(serialize_keras_class_and_config)
      787    0.001    0.000    0.002    0.000 converter.py:177(__eq__)
      778    0.001    0.000    0.001    0.000 base_serialization.py:33(__init__)
      776    0.003    0.000    0.015    0.000 base_layer.py:2714(__delattr__)
      773    0.000    0.000    0.000    0.000 func_graph.py:779(saveable)
      770    0.000    0.000    0.000    0.000 function.py:2293(<genexpr>)
      767    0.000    0.000    0.000    0.000 array_grad.py:735(_IdGrad)
      760    0.002    0.000    0.002    0.000 nested_structure_coder.py:72(<listcomp>)
      760    0.001    0.000    0.003    0.000 nested_structure_coder.py:70(_get_encoders)
      760    0.001    0.000    0.085    0.000 nested_structure_coder.py:86(encode_structure)
  754/421    0.002    0.000   21.220    0.050 api.py:330(_call_unconverted)
      741    0.001    0.000    0.002    0.000 {method 'popitem' of 'collections.OrderedDict' objects}
      736    0.003    0.000    0.007    0.000 base_layer.py:2312(_maybe_cast_inputs)
      734    0.004    0.000    0.034    0.000 def_function.py:1009(_list_all_concrete_functions)
      734    0.012    0.000    4.343    0.006 def_function.py:1024(_list_all_concrete_functions_for_serialization)
      734    0.002    0.000    0.004    0.000 base_layer.py:2340(_should_cast_single_input)
      730    0.000    0.000    0.000    0.000 base_layer.py:853(compute_mask)
      720    0.016    0.000    0.052    0.000 resource_variable_ops.py:341(__init__)
      706    0.008    0.000    0.809    0.001 gen_math_ops.py:391(add_n)
      706    0.001    0.000    0.012    0.000 base_layer.py:1240(<genexpr>)
      690    0.001    0.000    0.002    0.000 node.py:147(map_arguments)
      686    0.001    0.000    0.001    0.000 tf_inspect.py:283(<listcomp>)
      686    0.009    0.000    0.256    0.000 tf_inspect.py:260(getcallargs)
      684    0.001    0.000    0.003    0.000 context.py:2390(_tmp_in_graph_mode)
  684/522    0.008    0.000   17.308    0.033 deprecation.py:473(new_func)
